Pdis,Psuc,T0,Tc,Tdis,Tret,Tsuc,Tsh,Tsup,CondFan,CprPower,Density,Tset,Tamb
9.317940330854,2.55272280453066,-3.7268251889455,36.7872027245498,60.4694074573569,14.1190868843657,8.88101488046061,12.6077603744579,4.05486899977063,80,3860.28989356813,5.6694727421135,4,10
9.31797129681317,2.5527186154868,-3.72686863437707,36.7873241212812,60.4697354642422,14.1192097451438,8.88109418886,12.6078835148377,4.05492992912463,80,3860.35456885912,5.66946256672023,4,10
9.31800222569193,2.55271438424599,-3.72691252408561,36.7874453726265,60.4700635791467,14.1193320146425,8.88117311088916,12.6080067129456,4.05499036258732,80,3860.41921939901,5.66945230119666,4,10
9.31803311746557,2.55271011100564,-3.7269568559592,36.7875664784765,60.4703918012613,14.1194536941163,8.88125164672147,12.6081299668484,4.05505030145008,80,3860.48384520496,5.66944194598157,4,10
9.31806397211231,2.55270579595849,-3.72700162793109,36.7876874387354,60.4707201298669,14.1195747848305,8.88132979654176,12.6082532746526,4.05510974702059,80,3860.54844628694,5.66943150150316,4,10
9.31809478961248,2.55270143929233,-3.72704683798349,36.7878082533192,60.4710485643408,14.1196952880602,8.88140756056129,12.6083766345253,4.05516870062246,80,3860.61302264639,5.66942096817831,4,10
9.31812556994806,2.55269704119004,-3.72709248415077,36.7879289221519,60.4713771041533,14.1198152050907,8.88148493903014,12.6085000447121,4.05522716359303,80,3860.67757427504,5.6694103464125,4,10
9.31815631310199,2.55269260182951,-3.72713856451855,36.7880494451641,60.4717057488681,14.1199345372167,8.88156193224904,12.6086235035487,4.05528513728257,80,3860.74210115409,5.66939963659962,4,10
9.31818701905776,2.55268812138395,-3.72718507722459,36.78816982229,60.4720344981362,14.1200532857423,8.88163854057791,12.6087470094736,4.05534262305275,80,3860.80660325383,5.66938883912244,4,10
9.318217687799,2.55268360002203,-3.72723202045597,36.7882900534659,60.4723633516891,14.1201714519798,8.88171476444251,12.6088705610339,4.05539962227471,80,3860.87108053347,5.66937795435294,4,10
9.31824831930907,2.55267903790828,-3.7272793924472,36.7884101386292,60.4726923093307,14.1202890372505,8.88179060433953,12.6089941568897,4.05545613632819,80,3860.93553294129,5.66936698265313,4,10
9.31827891357085,2.5526744352035,-3.72732719147604,36.7885300777153,60.4730213709253,14.1204060428832,8.88186606083912,12.6091177958156,4.05551216659961,80,3860.99996041469,5.66935592437587,4,10
9.31830947056646,2.55266979206521,-3.72737541585968,36.7886498706587,60.4733505363899,14.1205224702157,8.88194113458616,12.6092414766988,4.05556771448119,80,3861.06436288084,5.66934477986599,4,10
9.31833999027716,2.55266510864819,-3.72742406394951,36.7887695173901,60.4736798056791,14.1206383205928,8.88201582629944,12.6093651985357,4.05562278136983,80,3861.12874025724,5.66933354946139,4,10
9.31837047268325,2.55266038510487,-3.72747313412566,36.7888890178375,60.4740091787757,14.1207535953665,8.88209013676919,12.6094889604251,4.05567736866578,80,3861.19309245283,5.66932223349399,4,10
9.31840091776403,2.552655621586,-3.72752262479253,36.7890083719248,60.4743386556772,14.1208682958959,8.88216406685348,12.6096127615617,4.05573147777176,80,3861.25741936865,5.6693108322913,4,10
