Pdis,T0,Tc,Tdis,Tret,Tsuc,Tsh,Tsup,CondFan,Tamb,Tset,target
9.10591932587907,-3.72853481223052,35.9499232976823,60.087630175763145,13.782036032917079,10.73456064043218,12.5558025440003,6.015115460962998,99.4435921964705,9.518115926269244,4,0
9.00227630293962,-2.3558587737412,35.5347547876115,56.988075524268794,15.918270228061939,8.27916205660602,11.466621643411,4.149831083141013,94.8306087512385,9.683686327694366,4,0
8.99628592407006,-2.28579011915139,35.5106595253351,56.17035730904947,12.390083851908635,7.864812068222858,11.409117698742,3.7416338452241193,94.5628836148343,8.758171867014163,4,0
9.10691346108398,-3.76422689009718,35.9538969713815,58.66501017173066,14.68587922460354,8.467874168034937,12.5750894645137,4.266267894134542,99.4877441264609,10.160751641184635,4,0
9.09536044063217,-3.52057092077882,35.9077596630599,58.73248336761466,14.085698775781038,7.327114955638207,12.4171396014628,2.8738302173113075,98.9751073673328,9.359519043335522,4,0
9.10660994313456,-3.77446637431632,35.952690756555,59.35579499540179,15.255224400711414,9.659858626605345,12.5772730059433,3.9179079711234146,99.4743417395,10.861745068430956,4,0
9.10669031655261,-3.75317086043242,35.9530040192089,59.23446831279588,13.509872192527475,8.670171993858276,12.5695945831991,3.9878731367679534,99.4778224356543,9.32640838187019,4,0
9.1068139465722,-3.77480906893777,35.9535039291114,58.78996987365666,12.67424542432225,7.852484013521348,12.5785673089597,3.791728173260152,99.4833769901264,10.279319087808808,4,0
9.10504145722795,-3.70589600190345,35.9464171938273,59.28723070944014,13.942320650157948,9.361896199850866,12.5421772818425,4.143974506616659,99.40463548697,8.972280506194531,4,0
9.09052753164384,-3.44203252335666,35.888455936819,59.11273645617964,14.941959532142745,9.174848645748721,12.3601676842684,3.742272390099972,98.7606215202113,9.972766501345317,4,0
9.10679746275216,-3.7749017422716,35.9534382664173,59.86698773674711,14.87475696237087,9.517000172420596,12.5785087790816,5.960471379674672,99.4826474046363,10.514655608879965,4,0
9.1068240582603,-3.75902378165625,35.9535389493674,59.52341904555031,14.233420136645467,5.562316544395092,12.5725920444625,3.13012624796772,99.4837661040827,10.25821156922851,4,0
9.10664189854537,-3.75129188198139,35.9528104411697,59.486106730668986,13.444151802745344,8.485445176815567,12.5686012607712,6.008033664884015,99.4756715685519,10.965928484010051,4,0
9.04343043490852,0.654444485642955,35.6961930877416,52.67641247201442,16.45307863201225,11.933774178698782,11.4472877984554,6.062761214981815,96.6243676415735,9.950906761092023,4,0
9.03123451045017,-2.68047234204602,35.6510692334612,58.70987746647719,15.302972496548504,9.844799364810362,11.7451820985023,4.306653707474799,96.1229914829024,8.967469223984988,4,0
9.02737040008311,-2.6378321546332,35.6355611503488,56.58190450616872,13.905498919631208,9.380753961379584,11.708152885355,4.667877846762221,95.9506794483199,11.266054260493659,4,0
9.10672687040588,-3.75465630540737,35.9531501861227,60.09717412928983,13.690856400670597,9.030474266343786,12.5703701124913,5.86367368783716,99.4794465124749,10.104201197512143,4,0
9.10684578726979,-3.77453249549529,35.9536307316861,59.90122190302774,13.337787197166213,10.021012321710296,12.5786430796088,2.6915879624630965,99.4847859076237,10.33672970885098,4,0
9.00647372277685,-2.40520376936792,35.551632472343,55.65734803775213,14.573012712743228,7.864087438468851,11.5072024095485,4.933187064235646,95.0181385815887,10.624466817379293,4,0
9.10661299131076,-3.75020973440007,35.9526948816367,59.140881621414295,15.192992931854583,8.358016996739483,12.5680234029473,3.1709863102035207,99.4743875737413,9.744141091020953,4,0
9.10666860574615,-3.77484101238019,35.9529246902147,57.80179038663797,15.320007360669456,9.344967634073303,12.5777507786331,5.820505571933031,99.4769410023852,11.58342580927049,4,0
9.10010269478983,-3.60405996290592,35.9266969204709,60.940767317719356,15.043621915904502,9.368682372215508,12.4755486208307,4.548675824557652,99.1855213385659,10.04714959638784,4,0
7.83419715416124,2.90582019788297,30.5615707606807,36.62203875301825,10.602923816363514,9.767861263894279,5.40191975371738,7.1301044119408745,39.5730084520077,8.147416320870366,4,0
9.10629412527488,-3.73950890587867,35.9514205933899,58.42444745573112,13.898567248246867,7.664807044239723,12.5621228501772,3.1468842882204857,99.4602288154428,7.848081569452692,4,0
8.96679543650862,-1.9338452768381,35.3918741249286,54.56498981447351,13.703197533144886,8.481803791801926,11.1084254073404,5.6173272249953445,93.2430458325402,10.057960642918857,4,0
9.05253051337391,-2.92699665334504,35.7364547794421,58.568952496223226,14.068620386911967,8.744870464316651,11.9544292639942,4.852234746755152,97.0717197715784,11.792582647676902,4,0
8.84468168640885,0.129896962200462,34.898891493288,51.31575455372144,15.66874730766732,9.999292007859562,10.0178083268092,5.893006020742156,87.7654610365337,10.640075596639214,4,0
8.99834988036998,-2.30986729253033,35.5189618465187,55.32277094789025,15.397445161135883,9.54403980393622,11.4288884034593,3.543292091516292,94.6551316279858,9.553200159320523,4,0
9.09859797526705,-3.57662761516139,35.9206885086575,60.44515335316156,13.808588860608289,8.529792049667714,12.4566540957594,3.4423911624215955,99.1187612073051,10.088363576952728,4,0
9.10688107957063,-3.76209580789674,35.9537672134174,58.77336593511068,15.299378847715444,7.414299921362212,12.5740906232765,5.485656642036107,99.486302371305,10.990426001089732,4,0
9.10484983768012,-3.70129945171038,35.9456519202074,59.29453189962694,13.11553274139797,8.98911033383663,12.5393329484318,2.4532122192344676,99.396132446749,9.792110225287711,4,0
9.10674509922053,-3.75542321237219,35.9532230859879,57.12584162058872,13.487011351231958,8.666402251018443,12.5707668620863,4.446540030568366,99.4802565109764,8.475342415643313,4,0
8.91934321621049,-1.3567624879862,35.2001677739723,55.013585569744386,14.94562547589034,10.531347123926002,10.6624434829305,5.169045580289408,91.1129752663593,10.681664494162249,4,0
9.10490691306686,-3.70265827831798,35.9458799118109,58.12798279037408,13.949793924394829,7.198955987118572,12.5401762576341,5.445334340474972,99.3986656867877,9.876766930216807,4,0
8.90411412242882,-1.15830894169852,35.1384964717193,55.309873181376865,12.76973908162008,9.71391025372384,10.5171118124823,4.868570647931976,90.4277385746588,7.923467797450915,4,0
9.09582834089166,-3.52846330505287,35.9096283225446,58.262943912549126,14.97632148492372,6.567808506168365,12.4227662609397,4.53273405696673,98.9958702504951,8.764059137952831,4,0
9.09795253386303,-3.56516205333884,35.9181111363904,59.221054665206026,13.90601532875025,7.85622649184697,12.4486668312082,1.913806815708774,99.090123737671,9.617436301232798,4,0
9.10236514490967,-3.64771419918077,35.9357305497736,59.51455827402746,15.291433160968936,9.550366710462853,12.5049016025419,5.187419511205801,99.2858949974845,11.054555477912128,4,0
8.93005360600006,-1.48869847007285,35.2434936718649,54.74151277670486,13.0842375143325,10.065569957437612,10.7632893316197,5.279240477808736,91.5943741318327,9.413544610285637,4,0
9.10310418315698,-3.66283737668317,35.9386813957218,59.10321792019088,11.279037119042135,9.886966543332711,12.5148266675589,3.5478057724543928,99.3186821746867,11.071752033142843,4,0
8.99898994682366,-2.31734520700167,35.5215367896922,54.86761188965275,14.954556872885226,8.923317508014948,11.4350127455659,4.030003422381957,94.6837421076913,10.583698095963733,4,0
9.09812701765486,-3.56824575399037,35.9188078892662,58.18451665337004,13.92069524132698,8.527676489346227,12.4508204082069,2.2673319190082397,99.097865436291,12.007783226336977,4,0
9.10663585745474,-3.77465570566915,35.9527941059294,59.400785888190306,14.84138307216158,9.765521332819647,12.5774931738978,2.688970111535398,99.4754900658822,9.548135262348191,4,0
9.10408779799483,-3.68392149707643,35.9426088830349,59.22587529734397,14.878406058368075,7.363278677257649,12.5284073987505,4.41413457090945,99.3623209226106,11.13656778774414,4,0
9.10680704979779,-3.77485153572576,35.9534764573582,58.059532556769234,14.865308276532922,7.8263652714501335,12.5785442328749,3.7915979764116288,99.4830717484244,9.277267017251896,4,0
9.10673859127166,-3.77502283316909,35.9532036799843,60.098272386500184,12.983464438944448,7.470312470293153,12.578219410613,5.062835088036438,99.480040888714,9.04866973746125,4,0
9.10427772924381,-3.6881515642699,35.9433672858848,58.00814831569182,14.475330017680848,9.876393017420911,12.5310912522439,4.712897869896912,99.3707476209427,10.890380152997073,4,0
9.10627180667813,-3.73881870206867,35.9513314205809,59.557094177250534,14.917676153640686,8.121827810609423,12.5617323903385,4.027052984999087,99.4592380064546,10.225494633809536,4,0
9.1021765016742,-3.64393414295523,35.9349773340622,58.308332949627086,14.986760853135047,8.274526553606314,12.5023993967287,3.6743235249882247,99.2775259340249,9.6336142799161,4,0
9.05100600222028,-2.90860677767614,35.7303470672351,57.25565018014176,13.58058076175644,9.359646769983952,11.9391218823125,5.1272511669495495,97.0038563026119,8.999319337060458,4,0
8.86030073234942,-0.548763367503966,34.9605754126623,53.52530633728548,16.302902868891003,9.295699300920221,10.1379235271498,4.298127894177362,88.4508379184701,10.515412979947548,4,0
9.03154160508878,-2.68388447457392,35.6523015436675,57.16889905150505,14.49201630880431,9.114870278386576,11.7481364817733,4.380393127699209,96.1366838185282,9.583529851101295,4,0
8.96343377694438,0.467066907084075,35.3843380462186,53.358386826422496,19.113623679115825,10.248237307452412,10.7708050256228,7.884508353854642,93.1593116246511,11.820617206082874,4,0
8.93700700675493,-1.57146656951028,35.2716071017823,53.40731562988925,14.182437916968905,9.828797159218002,10.8262256568655,5.6467247285197875,91.906745575359,9.425031466828502,4,0
9.08289033653447,-3.32666313417894,35.8579381523742,60.82668122130018,14.70493806628718,8.99661534192374,12.2736532479185,3.796137713875672,98.4215350263797,8.980716595789092,4,0
9.09248135967744,-3.47320390470418,35.8962608256548,57.42068131320503,14.430846549926533,8.980226632000306,12.3829884763356,3.2708521804550044,98.8473425072761,10.84348640031953,4,0
9.10687663551578,-3.77409821589691,35.9537535251527,59.28013682800888,13.639135038366623,8.496560350632482,12.5786528984728,3.3783195920172835,99.4861502794745,10.897273850067823,4,0
8.96305483243557,-1.88956957162321,35.376788281562,55.811395690462504,13.846355063868,8.986798428289427,11.0727705442665,3.511608699624725,93.0754253506886,10.3702939335733,4,0
9.05981769470577,-3.01674514367915,35.7656396852796,56.66392918818502,13.610832274499055,8.303633701585932,12.0284045198065,4.632709901387474,97.3959965031068,9.400285749592516,4,0
9.1055486341874,-3.71859095606658,35.9484426908744,60.41382781290374,14.304365392188888,7.7385330260482545,12.5499013005846,4.732212935832164,99.4271410097156,9.28415949232885,4,0
9.10601119702306,-3.73112024965781,35.9502902832763,60.66368759392329,13.849430628881747,8.898322113013258,12.5573116246002,5.274041906521916,99.4476698141808,12.478534720940894,4,0
8.93943091916017,-1.60155501964971,35.2814179788862,55.43208947995885,15.657175692217866,9.896884559998764,10.8474259762799,4.663545165596207,92.015755320958,9.949882454057176,4,0
8.95125413602713,-1.7478813362556,35.3291686920104,55.470148081138284,14.788430186767778,9.117485786055484,10.9602143533378,3.5199919156574215,92.5463188001155,10.221409699796922,4,0
9.06252343305254,-3.05090469989636,35.776471878847,57.454322681826476,15.383032397473503,6.968793894725437,12.0562345000108,4.314126022507658,97.5163542094113,9.958044388403993,4,0
8.94371358808364,-1.65524198711444,35.2987166903448,55.30633083302807,13.45007358847748,9.36885799042811,10.8884086020846,5.720741997423631,92.2079632260534,9.490314988154838,4,0
9.10658047750828,-3.74902262700436,35.9525649145353,59.88710518811809,13.346796742607886,8.874663988703418,12.5673849601884,4.022772045407441,99.4729434948372,10.406635228874348,4,0
9.09848676911351,-3.57464033745657,35.9202444434942,59.287319674822044,15.900893634730778,7.184064425705918,12.4552734783148,4.076876311747609,99.1138271499355,8.526390488765639,4,0
