Pdis,Psuc,T0,Tc,Tdis,Tret,Tsuc,Tsh,Tsup,CondFan,CprPower,Density,Cpr,Tamb,Tset
6,2.92803182339495,-66.8562457822183,-66.8562457822183,21.5510217973122,-273.15,0,66.8562457822183,-273.15,0,0,6.61608351884431,0,20,12
6.00456472836294,2.97894388369711,-1.70530256582424e-13,21.5716593574974,21.5747762812694,-100.447789820575,0.00447875356115901,1.70530256582424e-13,-99.1254243205496,0,0,6.73175462372328,0,20,12
6.00896441683679,3.03799850941407,0.476729289237028,21.5965522066379,21.597671910748,-36.853015048243,0.0102527507123682,-0.472250535675869,-31.3600920745773,0,0,6.86594505837147,0,20,12
6.01340278575559,3.08107642153365,1.02191890182047,21.6205315055794,21.620768830191,-13.4410574552569,0.0167592972184707,-1.0116661511081,-5.59345123432036,0,0,6.96381953771101,0,20,12
6.01778956362503,3.11350632495074,1.41449635115987,21.6447081753748,21.6435972739094,-4.82475655852545,0.0237703398524332,-1.3977370539414,3.5122560845428,0,0,7.03748293613851,0,20,12
6.02208469970597,3.13861252910036,1.70726327817772,21.668590565218,21.6659488210369,-1.65193252438962,0.0311585721591428,-1.68349293832529,6.3038775398216,0,0,7.09448984192865,0,20,12
6.02627590427666,3.15829857869292,1.93230982033583,21.6919612916666,21.6877595168374,-0.473980899518551,0.0388472142102501,-1.90115124817669,6.79524197877561,0,0,7.13916699046477,0,20,12
6.03036286968347,3.17376319735968,2.10780631689494,21.7147543599608,21.7090277603057,-0.0225649445109184,0.0467850575800526,-2.06895910268469,6.50149105343797,0,0,7.17423958920406,0,20,12
6.03434987987401,3.18585153737001,2.24508165936254,21.7369690050039,21.729775844765,0.166235117333713,0.0549350687069818,-2.19829660178249,5.9812564825811,0,0,7.2016294372334,0,20,12
6.03824223830795,3.19517020041163,2.35202953449584,21.7586293794922,21.7500313689985,0.25694858705458,0.0632709070225133,-2.29709446578886,5.42895361478787,0,0,7.22271613287693,0,20,12
6.04204608351121,3.20224552187222,2.43426112607017,21.7797651012307,21.7698262774076,0.315585236249717,0.0717699969172827,-2.37099021904766,4.91625950605862,0,0,7.23869699428977,0,20,12
6.04576700777188,3.20746079342083,2.49657372397905,21.8004102422479,21.7891896718153,0.362301798435567,0.0804158384611924,-2.42480372706177,4.45891617384893,0,0,7.25044405715703,0,20,12
6.04941032571099,3.21113043435656,2.54243718175019,21.8205958301664,21.8081492090877,0.404681940084402,0.0891949712602695,-2.462021343289,4.05765745385935,0,0,7.2586727607221,0,20,12
6.05298107219113,3.213516386522,2.57467396556575,21.8403513147408,21.82673109025,0.445450001365145,0.0980963115455324,-2.48547899430548,3.70788291331303,0,0,7.26397919937264,0,20,12
