Pdis,Psuc,T0,Tc,Tdis,Tret,Tsuc,Tsh,Tsup,CondFan,CprPower,Density,Cpr,Tamb,Tset
6,2.92803182339495,-66.8562457822183,-66.8562457822183,21.5510217973122,-273.15,0,66.8562457822183,-273.15,0,0,6.61608351884431,0,10,12
6.00456473268113,2.97894874837956,-1.70530256582424e-13,21.5716593574974,21.5747763037409,-100.450769823061,0.00447798687417844,1.70530256582424e-13,-99.1279891228415,0,0,6.73176569232211,0,10,12
6.0089644526005,3.03799833635864,0.476774540598967,21.5965522301794,21.5976720968595,-36.8638992866331,0.0102456558005315,-0.472296553724789,-31.3695940778739,0,0,6.86594475646385,0,10,12
6.01340280974016,3.08106872467341,1.02191731616477,21.6205317004457,21.6207689550047,-13.4479498966989,0.0167367469347255,-1.01167166036424,-5.59920241023877,0,0,6.96380232902598,0,10,12
6.01778957599723,3.11348641597488,1.41442658595588,21.644708305987,21.6435973382934,-4.83050008027766,0.0237223742984156,-1.39768983902115,3.50800933690283,0,0,7.0374382893388,0,10,12
6.02208470335303,3.13857681552869,1.70708426633342,21.668590632556,21.6659488400159,-1.65766945235151,0.0310751531602023,-1.68336189203501,6.30019238886263,0,0,7.09440972001955,0,10,12
6.02627588403879,3.15823729932469,1.93199067516179,21.6919613115056,21.6877594115211,-0.48536053481098,0.0387187494342811,-1.90091552200158,6.78549778453407,0,0,7.13902931905958,0,10,12
6.03036279346087,3.17367764063883,2.10726133062241,21.7147542499298,21.7090273636494,-0.0341550324801574,0.046601711222479,-2.06854258118813,6.4923474969882,0,0,7.17404743272767,0,10,12
6.03434997787371,3.1857615086838,2.2443236089855,21.7369685908031,21.7297763547477,0.159122451849555,0.0546862155235885,-2.19772189776302,5.97817382542621,0,0,7.20142799853471,0,10,12
6.03824237316775,3.19505208414293,2.35123418560102,21.7586299117658,21.7500320707982,0.247400115033258,0.0629479606851078,-2.29654797007743,5.42357693923719,0,0,7.22245180769429,0,10,12
6.04204618527734,3.20209366454655,2.43321997367747,21.7797658333484,21.7698268069904,0.303959303062413,0.0713638532477603,-2.37027201299236,4.90916021379962,0,0,7.23835704726251,0,10,12
6.0457670733996,3.20727363319811,2.49523742151956,21.8004107944461,21.7891900133368,0.349064855041888,0.0799172718514001,-2.4238735682718,4.45068475120553,0,0,7.25002506347011,0,10,12
6.04941036352291,3.21090641179749,2.54079227231449,21.8205961861066,21.8081494058579,0.389995578918217,0.0885948563069405,-2.46087500046309,4.04846988477635,0,0,7.25817129999306,0,10,12
6.05298107118131,3.21325270269591,2.57270679968491,21.8403515197251,21.8267310849948,0.42936598261565,0.0973856763682193,-2.48411194337797,3.69779935868223,0,0,7.26338902941657,0,10,12
6.0564838654342,3.21452867175441,2.59330460616206,21.8597045576806,21.8449593481618,0.468097144648937,0.106280844592391,-2.49591892979385,3.39276289714536,0,0,7.26617021435807,0,10,12
6.05992279859752,3.21490419527321,2.60450134060073,21.8786811248261,21.8628552832894,0.506512455737322,0.1152735427209,-2.49822049600834,3.12798247272514,0,0,7.26690149752237,0,10,12
6.06330181073851,3.21453057619596,2.60779594104014,21.8973036518309,21.8804393941745,0.544738959457618,0.124357871092229,-2.49252239831924,2.89831493800745,0,0,7.26592725928441,0,10,12
6.06662455004534,3.21353557120188,2.60451804968415,21.9155939146536,21.8977306656987,0.582815407660689,0.133529035900835,-2.48016017859192,2.69921418318529,0,0,7.26353829340395,0,10,12
6.06989440428697,3.21202759060047,2.59578709511948,21.9335720659154,21.9147467275427,0.620751745498467,0.142783162824685,-2.46225805921864,2.526711992885,0,0,7.25998135992755,0,10,12
6.07311450033527,3.21009891710876,2.5825509344935,21.9512568098963,21.9315038516996,0.658548846747692,0.152117147628076,-2.43976777166881,2.37736277105603,0,0,7.2554665077776,0,10,12
